time,cpu_avg,cpu_peak
2026-03-07T04:23:36.107996174Z,8.664,11.659
2026-03-07T04:25:00.055917494Z,8.947,11.355
2026-03-07T04:26:27.248437341Z,8.407,11.099
2026-03-07T04:27:53.560723091Z,5.330,7.544
2026-03-07T04:29:16.314904495Z,5.111,7.086
