time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T04:23:36.107996174Z,208.774,0.000000,4.788,8.678,9.438
2026-03-07T04:25:00.055917494Z,215.105,0.000000,4.647,8.541,9.185
2026-03-07T04:26:27.248437341Z,212.501,0.000000,4.704,8.544,9.300
2026-03-07T04:27:53.560723091Z,216.230,0.000000,4.623,8.493,9.153
2026-03-07T04:29:16.314904495Z,216.436,0.000000,4.618,8.373,9.174
