time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T10:29:38.41572877Z,615.088,0.000000,1.625,5.136,5.297
2026-03-07T10:30:20.337160829Z,588.085,0.000000,1.699,5.343,5.978
2026-03-07T10:31:04.597997023Z,536.542,0.000000,1.862,5.961,7.784
2026-03-07T10:31:57.97698452Z,395.426,0.000000,2.527,9.083,10.764
2026-03-07T10:32:46.522582077Z,230.732,0.000000,4.335,15.481,18.485
