time,cpu_avg,cpu_peak
2026-03-06T03:14:37.9496813Z,44.285,63.990
2026-03-06T03:14:39.007519Z,34.980,40.320
2026-03-06T03:14:40.0683675Z,50.438,63.130
2026-03-06T03:14:41.2116446Z,45.897,57.690
2026-03-06T03:14:42.7804754Z,51.615,57.580
