time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T08:58:49.054003895Z,1433.710,0.000000,0.697,1.035,1.254
2026-03-07T09:01:43.645548082Z,1508.117,0.000000,0.662,0.974,1.115
2026-03-07T09:04:34.587497489Z,1512.699,0.000000,0.660,0.952,1.098
2026-03-07T09:07:27.758815556Z,1504.322,0.000000,0.664,0.968,1.132
2026-03-07T09:10:20.837009402Z,1517.401,0.000000,0.658,0.976,1.155
