time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T08:57:46.309646874Z,519.403,0.500000,2.993,5.622,6.132
2026-03-07T09:00:39.82910895Z,1251.532,0.500000,0.836,1.074,1.245
2026-03-07T09:03:31.965567748Z,1353.331,0.500000,0.773,0.946,1.058
2026-03-07T09:06:25.067382609Z,1343.099,0.500000,0.780,0.957,1.082
2026-03-07T09:09:16.15825322Z,1324.900,0.500000,0.791,0.994,1.146
