time,cpu_avg,cpu_peak
2026-03-07T04:23:16.293888912Z,7.763,11.534
2026-03-07T04:24:00.378083652Z,8.947,11.925
2026-03-07T04:24:45.035359697Z,8.714,11.311
2026-03-07T04:25:28.049078558Z,8.857,11.705
2026-03-07T04:26:13.638423511Z,8.724,11.813
