time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T04:23:16.293888912Z,251.368,0.000000,3.976,13.450,14.503
2026-03-07T04:24:00.378083652Z,236.712,0.000000,4.223,15.301,16.756
2026-03-07T04:24:45.035359697Z,255.857,0.000000,3.907,13.185,14.188
2026-03-07T04:25:28.049078558Z,255.088,0.000000,3.918,13.260,14.769
2026-03-07T04:26:13.638423511Z,249.831,0.000000,4.001,14.083,15.912
