time,cpu_avg,cpu_peak
2026-03-07T11:20:28.024128801Z,4.602,6.814
2026-03-07T11:21:12.886037941Z,4.657,6.621
2026-03-07T11:21:54.172142388Z,4.614,6.647
2026-03-07T11:22:37.155992294Z,4.554,6.293
2026-03-07T11:23:21.176236255Z,4.531,6.082
