time,cpu_avg,cpu_peak
2026-03-07T10:55:48.595707109Z,4.765,6.549
2026-03-07T10:56:30.173709842Z,4.909,6.840
2026-03-07T10:57:14.702218762Z,5.134,7.596
2026-03-07T10:57:57.155462537Z,4.840,7.311
2026-03-07T10:58:38.346256358Z,5.035,7.144
