time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T10:55:48.595707109Z,595.178,0.000000,1.679,5.253,5.892
2026-03-07T10:56:30.173709842Z,601.104,0.000000,1.662,5.202,5.722
2026-03-07T10:57:14.702218762Z,579.342,0.000000,1.724,5.339,6.318
2026-03-07T10:57:57.155462537Z,562.228,0.000000,1.777,5.756,6.678
2026-03-07T10:58:38.346256358Z,612.787,0.000000,1.631,5.145,5.329
