time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T09:03:58.135283819Z,2261.500,0.007400,55.505,83.365,97.670
2026-03-06T09:04:05.135271578Z,1972.500,0.002800,55.200,78.980,94.510
2026-03-06T09:04:14.28538923Z,2021.000,0.006300,55.210,77.255,89.550
2026-03-06T09:04:21.276986401Z,1922.000,0.004500,63.775,87.600,101.155
2026-03-06T09:04:28.160651748Z,2008.500,0.005600,59.090,88.555,100.455
