time,cpu_avg,cpu_peak
2026-03-06T09:03:58.135283819Z,44.984,49.445
2026-03-06T09:04:05.135271578Z,48.208,53.090
2026-03-06T09:04:14.28538923Z,48.357,57.110
2026-03-06T09:04:21.276986401Z,46.162,50.795
2026-03-06T09:04:28.160651748Z,47.615,58.845
