time,cpu_avg,cpu_peak
2026-03-07T11:29:59.881365534Z,8.951,10.980
2026-03-07T11:30:40.97467856Z,8.993,11.154
2026-03-07T11:31:22.086894103Z,9.139,11.272
2026-03-07T11:32:06.098786281Z,9.050,11.142
2026-03-07T11:32:47.332375294Z,8.954,10.859
