time,cpu_avg,cpu_peak
2026-03-06T09:04:01.617033126Z,47.999,57.455
2026-03-06T09:04:10.847948876Z,51.052,58.103
2026-03-06T09:04:17.786708141Z,50.531,56.852
2026-03-06T09:04:24.762827572Z,51.526,61.483
2026-03-06T09:04:31.58223484Z,48.532,52.358
