time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T09:04:01.617033126Z,2148.000,0.006200,57.310,73.420,90.145
2026-03-06T09:04:10.847948876Z,2316.500,0.004100,74.485,97.505,111.260
2026-03-06T09:04:17.786708141Z,2165.500,0.003100,64.285,92.050,100.550
2026-03-06T09:04:24.762827572Z,2324.500,0.005700,61.045,74.325,91.230
2026-03-06T09:04:31.58223484Z,2430.000,0.005700,51.030,76.950,87.850
