time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T02:05:24.1667995Z,2075.000,0.005000,75.480,102.920,107.230
2026-03-06T02:05:25.7959448Z,1977.000,0.000000,32.470,44.410,61.750
2026-03-06T02:05:27.9777438Z,2417.000,0.000000,56.070,73.420,87.630
2026-03-06T02:05:29.935751Z,1834.000,0.006000,32.440,43.760,55.410
2026-03-06T02:05:31.9851876Z,2563.000,0.008000,65.620,80.450,94.680
