time,cpu_avg,cpu_peak
2026-03-06T02:05:24.1667995Z,44.285,63.990
2026-03-06T02:05:25.7959448Z,34.980,40.320
2026-03-06T02:05:27.9777438Z,50.438,63.130
2026-03-06T02:05:29.935751Z,45.897,57.690
2026-03-06T02:05:31.9851876Z,51.615,57.580
