time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-07T04:24:19.543998709Z,221.636,0.000000,4.510,8.403,9.181
2026-03-07T04:25:45.122321608Z,221.717,0.000000,4.508,8.421,9.224
2026-03-07T04:27:09.224868562Z,228.520,0.000000,4.374,8.183,8.860
2026-03-07T04:28:35.082889369Z,226.504,0.000000,4.413,8.324,9.020
2026-03-07T04:29:58.105592883Z,225.794,0.000000,4.427,8.374,8.962
