time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T02:05:23.3833558Z,2356.000,0.008000,77.830,90.890,103.930
2026-03-06T02:05:24.8840456Z,1951.000,0.001000,41.790,62.850,69.740
2026-03-06T02:05:26.8694526Z,2095.000,0.007000,29.860,54.740,66.400
2026-03-06T02:05:28.966724Z,1695.000,0.003000,43.110,71.350,86.150
2026-03-06T02:05:30.9860298Z,1800.000,0.005000,18.870,35.170,44.610
