time,cpu_avg,cpu_peak
2026-03-06T02:05:23.3833558Z,45.227,58.890
2026-03-06T02:05:24.8840456Z,47.510,64.500
2026-03-06T02:05:26.8694526Z,39.675,60.980
2026-03-06T02:05:28.966724Z,36.160,44.820
2026-03-06T02:05:30.9860298Z,46.782,56.380
