time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T03:14:37.2831887Z,2356.000,0.008000,77.830,90.890,103.930
2026-03-06T03:14:38.4976242Z,1951.000,0.001000,41.790,62.850,69.740
2026-03-06T03:14:39.5402151Z,2095.000,0.007000,29.860,54.740,66.400
2026-03-06T03:14:40.5969533Z,1695.000,0.003000,43.110,71.350,86.150
2026-03-06T03:14:42.0439571Z,1800.000,0.005000,18.870,35.170,44.610
