time,cpu_avg,cpu_peak
2026-03-06T03:14:37.2831887Z,45.227,58.890
2026-03-06T03:14:38.4976242Z,47.510,64.500
2026-03-06T03:14:39.5402151Z,39.675,60.980
2026-03-06T03:14:40.5969533Z,36.160,44.820
2026-03-06T03:14:42.0439571Z,46.782,56.380
