time,cpu_avg,cpu_peak
2026-03-06T09:02:28.7478436Z,47.999,57.455
2026-03-06T09:02:29.7364977Z,51.052,58.103
2026-03-06T09:02:30.7208931Z,50.531,56.852
2026-03-06T09:02:31.6920384Z,51.526,61.483
2026-03-06T09:02:32.6731329Z,48.532,52.358
