time,rps,err,latency_avg,latency_p95,latency_p99
2026-03-06T09:02:28.7478436Z,2148.000,0.006200,57.310,73.420,90.145
2026-03-06T09:02:29.7364977Z,2316.500,0.004100,74.485,97.505,111.260
2026-03-06T09:02:30.7208931Z,2165.500,0.003100,64.285,92.050,100.550
2026-03-06T09:02:31.6920384Z,2324.500,0.005700,61.045,74.325,91.230
2026-03-06T09:02:32.6731329Z,2430.000,0.005700,51.030,76.950,87.850
